CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
12	Broyden	0	-0.0001137958922	-71.19821987	-128	3.182502017	YY	9	0.5136744052	self-energy/D	sharp_wc_2_b_50	2	2	1.231763636	-0.01906162347	0.09619768183	-3.494729697	1.980950089	-2.89575285	1.823831526	-0.1820354844	1.43704026	-2.896466961	1.823886222	-0.1821675942	1.437153204	0.2702205276	0.01665478315	-2.171339543	1.131999843	a248bdd	2x2_2C_8b_C2v_L	10	1.507044764	2	1.719480873	0.9999999997763133	0.9999999999999999	-0.002169226294	0.1211573976	-0.0001060098571	-0.004747713846	-0.0005674234933	-0.002497959697	-0.1738558046	2.540201311	0.0004699353119	0.001703094099	-0.1739087866	2.540173449	0.0001205469646	0.0003673837298	0.0002112482347	0.0006821756916	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.08996675223	-1.08089301	-0.770853072	0.2186672544	1.145209792	-1.084253843	-0.001053219093	0.01257314825	-1.145357766	1.084071666	-0.0007849731928	0.009280679829	0.3471676305	-0.4806685883	-1.450345928	3.546225673	2024-10-21@19:11	1.5	-0.6107137041	1	7.082355462e-18	-0.2766946006	-1.5	3.039043916e-16	0.1399520729	v2.7.1	
5	Broyden	0	-0.04608057828	-83.35828464	-112.8	8.9504266	YY	10.25	0.3869550649	self-energy/D	sharp_wc_2_b_50	4	2	1.210295544	0.1721798253	0.01321194488	-3.137352082	1.969589272	-3.788811049	1.6766177	0.2332469808	0.5115705826	-3.775663528	1.677470415	0.2305651143	0.5154098394	-0.3500117956	1.987943812	-3.189064199	1.191067066	a248bdd	2x2_2C_8b_C2v_L	11.05	1.371288605	2	1.650720301	0.9999999998551644	0.9999999999999998	-0.1843977034	0.1394872879	-0.00692563061	0.006374418304	-0.02831136501	-0.3017904638	-0.1311316041	1.235244068	-0.02813038926	-0.2982919444	-0.1290365208	1.223015431	-0.341156939	0.3415203072	0.0005847101057	0.006619860201	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.01350339201	0.1529484481	-1.065170089	0.3123397018	1.705344781	-1.82594865	0.2283192181	-1.6771115	-1.703513467	1.818784651	-0.2280798018	1.688898114	-0.00309266797	0.02165804689	-2.219644951	3.483982344	2024-10-21@19:11	2.125	-0.7274552507	1	-1.128282929e-15	-0.3118642339	0	0.1315579037	v2.7.1	
2	Broyden	0	-0.04946680175	-102.0533575	-160.8	0.1503978436	YY	10.25	0.2745851719	self-energy/D	sharp_wc_2_b_50	1	2	1.273986453	-0.1164341258	1.992326171	-5.255863202	1.955587766	-6.507213019	1.835097159	0.1906424818	0.2771623934	-6.511066748	1.835089019	0.1909208046	0.2772560823	-0.2562240133	1.995650138	-6.474206383	1.578952079	a248bdd	2x2_2C_8b_C2v_L	11.05	1.268430101	2	1.689763432	0.9999999997863709	1.0	0.0006673994178	-0.004293076463	0.000223696481	-0.0002518797502	-0.01190297794	-0.243078741	0.06633157797	-0.9915737464	-0.01195422115	-0.2430386831	0.06643114986	-0.9925060831	0.1805168955	-0.1495208534	0.000105427153	-7.056828194e-05	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.08397951798	-0.1803622376	-1.147333059	0.5310073139	1.773454491	-1.366753323	-0.1395787133	1.075508249	-1.774012075	1.367028032	0.139645403	-1.075629352	0.0002299755878	-0.001877267471	-2.31921487	2.713017545	2024-10-21@19:21	2.125	-0.5262449564	1	4.077811931e-16	-0.1503345954	0.75	-3.747027704e-17	0.05966838561	v2.7.1	
10	Broyden	0	1.880843343e-05	-65.02252646	-112	5.875508761	YY	9	0.4898122479	self-energy/D	sharp_wc_2_b_50	3	2	1.200590363	-0.001970669185	1.091330484	-2.406580834	1.972875248	-2.170737432	1.651555756	-0.02554619446	1.124558249	-2.171015048	1.651572995	-0.02553603621	1.12455677	0.2928529927	0.03893811566	-1.57745782	0.9721152386	a248bdd	2x2_2C_8b_C2v_L	10	1.480708807	2	1.685096803	0.9999999996403464	0.9999999999999998	0.06776063238	-0.7298198629	0.001109104189	0.0001679633511	0.001142381627	-0.00373415754	-0.1339569701	2.390750823	-0.001143233504	0.003996237865	-0.1339668306	2.391013768	0.008440150197	-0.156587813	-0.002624435814	-0.0592273787	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.06622792536	0.6587893334	-0.7049600999	0.2550286039	1.085686256	-1.687419247	0.01323971372	-0.2258196256	-1.085754428	1.687416055	0.01311001694	-0.223512832	0.4291717769	-0.7014268233	-1.412930436	3.568107028	2024-10-21@19:23	1.5	-0.6869200238	1	9.787699298e-17	-0.3400573719	-1.5	-1.125000645e-16	0.1818871747	v2.7.1	
7	Broyden	0	-0.0501883613	-102.1359082	-144.8	3.602333728	YY	10.25	0.2894257003	self-energy/D	sharp_wc_2_b_50	2	2	1.263181377	-0.2873020904	1.966427913	-5.156980362	1.952049536	-6.383339777	1.82274444	0.2501565937	0.2813366686	-6.386684112	1.822428991	0.2495529881	0.2816250522	-0.3440569636	1.997296976	-6.165849969	1.528006067	a248bdd	2x2_2C_8b_C2v_L	11.05	1.281366435	2	1.686140157	0.999999999741868	1.0000000000000004	0.1235920335	-0.6119882441	0.001224827788	-0.001256066116	-0.01964059582	-0.2567084942	0.08517101213	-1.008096727	-0.01961415701	-0.2571816578	0.08498458459	-1.010161253	0.224236352	-0.1683722055	9.63320069e-05	-0.0006987469522	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.00311245715	-0.005700819077	-1.246483232	0.5351987549	1.861714638	-1.403036629	-0.1706416857	1.145914202	-1.862521408	1.405100931	0.1700717034	-1.145639388	-0.0002359752968	0.002786090254	-2.422304438	2.861016061	2024-10-21@19:26	2.125	-0.564305553	1	-3.225943053e-17	-0.1786218136	0.75	-1.91319114e-16	0.06958169166	v2.7.1	
9	Broyden	0	1.064659646e-06	-61.61461087	-96	7.97343465	YY	9	0.4992193435	self-energy/D	sharp_wc_2_b_50	4	2	1.154474235	-0.0153255175	1.915878127	-1.799884629	1.964505176	-1.62962109	1.430058535	-0.02169700759	0.8370498316	-1.629776931	1.430077621	-0.02169820539	0.8370441964	0.3252365787	0.06057247058	-1.009910108	0.763592125	a248bdd	2x2_2C_8b_C2v_L	10	1.485535944	2	1.639286134	0.9999999998384431	0.9999999999999998	0.1154117994	-1.1708144	0.000858294218	-0.003130781694	-2.634459423e-05	-0.0002366488319	-0.1736389231	2.42304868	1.286040241e-05	0.0003303772185	-0.1736421625	2.423093897	0.00089955428	-0.007860786294	-0.0004638939601	-0.002167576862	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.003726066487	-0.02678224345	-0.6686368515	0.2673286513	1.059827414	-2.226363373	-0.0001650403686	0.002428108848	-1.059876712	2.226376232	-0.000150298758	0.002227557633	0.5527069946	-1.038013711	-1.338827823	3.512364019	2024-10-21@19:32	1.5	-0.7840924098	1	1.773445006e-16	-0.4192137711	-1.5	-1.945914875e-16	0.2431553358	v2.7.1	
26	Broyden	0	4.985582787e-06	-77.3472696	-144	0.933478356	YY	9	0.5359759625	self-energy/D	sharp_wc_2_b_50	1	2	1.272636217	-0.02000231306	0.8957910574	-3.582210259	1.984318536	-4.114520696	1.893287622	-0.04846168751	1.499930239	-4.116600634	1.893316073	-0.0484724332	1.500104361	-0.1446274648	0.635387	-3.475445854	1.553503244	a248bdd	2x2_2C_8b_C2v_L	10	1.532762193	2	1.765688555	0.9999999997619233	0.9999999999999993	0.01271292221	-0.6391438273	-0.0005070322859	-0.003519128418	0.0008499070349	-0.03521498551	0.1082135918	-2.528642992	-0.0008145483833	0.03540443007	0.1082491278	-2.528989995	0.2036266468	-2.328437496	-0.002361829504	-0.1548217437	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.07382631835	0.7629766119	-0.7328295008	0.1866878061	1.168287466	-0.8291385624	-0.0105104276	0.1545438788	-1.16859756	0.8290927203	-0.01033787431	0.1513634793	-0.01134771391	0.6477755169	-1.500981564	2.541518542	2024-10-21@20:07	1.5	-0.4814284951	1	5.308169182e-16	-0.1793464065	-0.75	-6.523063961e-16	0.07998348708	v2.7.1	
11	Broyden	0	-5.148930237e-06	-74.57011051	-128	4.178211397	YY	9	0.5081068544	self-energy/D	sharp_wc_2_b_50	2	2	1.254969043	0.03206309373	0.3121671325	-3.44555182	1.982100358	-3.572949438	1.85808206	-0.08493313874	1.421939359	-3.574425922	1.858164506	-0.08524302053	1.422216477	-0.1727635183	1.327480412	-2.901041917	1.37967686	a248bdd	2x2_2C_8b_C2v_L	10	1.503208469	2	1.743681464	0.9999999998473499	0.9999999999999998	-0.07571016019	0.3319160893	-0.003424684315	0.0303148309	0.005570306844	-0.04238906827	0.1305309987	-2.508026522	-0.005610175255	0.04231945048	0.1306597837	-2.507962512	0.2461240008	-1.219647182	-0.007796552642	-0.2904817689	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.03614526821	0.7282951768	-0.7652109204	0.2092954089	1.175557005	-0.9860042966	-0.02982436588	0.3577595441	-1.175821198	0.9856852418	-0.02986712965	0.357625437	-0.03310535664	1.173345954	-1.511139488	3.054773497	2024-10-21@20:18	1.5	-0.5435526755	1	-9.667734566e-16	-0.2259281162	-0.75	2.714390133e-16	0.1012584331	v2.7.1	
7	Broyden	0	-1.079422297e-06	-72.28611477	-112	7.115735971	YY	9	0.5059363807	self-energy/D	sharp_wc_2_b_50	3	2	1.229915191	0.02457004932	0.5099927035	-3.271962255	1.978343629	-3.053093453	1.821778965	-0.1774070077	1.39684187	-3.05394362	1.821837012	-0.1775401504	1.396991469	-0.2331788386	1.820800508	-2.316034829	1.185453641	a248bdd	2x2_2C_8b_C2v_L	10	1.498863472	2	1.71515642	0.999999999796188	0.9999999999999999	-0.07603637294	0.5071150149	0.004204659021	-0.02619982917	-0.007737931333	0.01421829442	0.1822030997	-2.575881274	0.007717561046	-0.01424024733	0.1822630318	-2.575893085	0.3192397282	-0.6372772008	0.008650070295	0.1940831858	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.0544954664	-0.8815751325	-0.7990329565	0.2333974749	1.185094307	-1.113881336	0.0291570673	-0.24230085	-1.18527048	1.113688222	0.02911991635	-0.2417532872	0.03296060143	-0.7195934838	-1.510210108	3.443914429	2024-10-21@20:24	1.5	-0.6214105524	1	1.501274185e-17	-0.2880337181	-0.75	1.494990262e-17	0.1302453812	v2.7.1	
8	Broyden	0	-2.792302854e-05	-68.18569363	-96	9.611475588	YY	9	0.5114754532	self-energy/D	sharp_wc_2_b_50	4	2	1.1941676	0.000760034749	1.019389883	-2.358585598	1.966928999	-2.464607519	1.750449274	-0.2370565312	1.297572518	-2.465025263	1.750497518	-0.2371505949	1.297652936	-0.2895218745	1.974367815	-1.717751161	0.9977246105	a248bdd	2x2_2C_8b_C2v_L	10	1.501840575	2	1.67306878	0.999999999861736	0.9999999999999998	0.07423778425	-0.8888540746	-0.0002066893727	0.001189059898	0.0006824081611	0.001048521194	0.2240477864	-2.652389281	-0.000721734918	-0.001282039416	0.2240891983	-2.652411063	0.4140698472	-0.6293094015	-7.67608739e-05	-0.001249168276	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.07113830363	-0.8702359045	-0.7443272362	0.2791001612	1.177051595	-1.352800128	-0.001744261253	0.01526752239	-1.177156289	1.35266837	-0.001820867	0.0161934527	-0.0006051778396	0.006383054825	-1.491533116	3.611900677	2024-10-21@20:30	1.5	-0.7202980444	1	3.234560605e-17	-0.3645090318	-0.75	2.449343274e-16	0.1705188071	v2.7.1	
5	Broyden	0	2.723402253e-07	-83.52759866	-144	1.491936244	YY	9	0.5251270965	self-energy/D	sharp_wc_2_b_50	1	2	1.285266218	0.03135660592	0.005359210247	-4.243820089	1.988310346	-5.149561383	1.923273936	0.01983701656	0.426907668	-5.150100469	1.923273093	0.0198317661	0.426965815	-0.03917345478	0.3715989781	-4.249683149	1.597217411	a248bdd	2x2_2C_8b_C2v_L	10	1.522739761	2	1.780550332	0.9999999997776974	0.9999999999999998	0.07567762198	-0.08999560381	-2.229240116e-05	-0.0002315520863	5.727927296e-05	-0.0003375304659	7.774225528e-05	-0.001769577181	-6.947145436e-05	0.0003837772893	6.383566164e-05	-0.001481752078	-0.1263952544	2.217339645	-0.0002356447314	-2.66948289e-05	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	8.251255486e-05	-0.005010227526	-0.7909793917	0.1536681302	1.243454309	-0.6862769612	-0.09709648941	2.453401626	-1.243523912	0.6863094027	-0.09710555688	2.45355729	0.0003750915513	-0.0104010706	-1.532225636	2.544320513	2024-10-21@20:41	1.5	-0.4291196967	1	-8.674120837e-18	-0.1442745922	0	0.06007491054	v2.7.1	
11	Broyden	0	6.588116654e-07	-77.40391969	-128	4.869993501	YY	9	0.500482358	self-energy/D	sharp_wc_2_b_50	2	2	1.270958356	0.0224712834	1.747105323	-3.830334781	1.977049846	-3.997601133	1.882066089	0.03141554204	0.5043303146	-3.999128232	1.88209619	0.03142536426	0.5043384548	-0.05671174913	0.3517721135	-3.641144653	1.519228173	a248bdd	2x2_2C_8b_C2v_L	10	1.496979929	2	1.758986021	0.9999999997587994	0.9999999999999998	0.08007010138	-1.153645271	0.0006489188436	0.01568468942	-0.0003668747554	0.00643419679	-0.001039637841	0.02261756607	0.0003546543783	-0.006374592709	-0.001048925353	0.02277465181	-0.1503088053	2.053075968	-0.0001124184565	-0.01502734903	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.001768138216	0.3153263726	-0.8023503947	0.2605222751	1.176539582	-0.8917786443	-0.107058102	2.458816488	-1.176762558	0.8916993886	-0.1070718572	2.458915405	0.002149331231	-0.08092117902	-1.544671183	2.720505609	2024-10-21@20:54	1.5	-0.4904219263	1	1.773081007e-16	-0.1829526557	0	0.0753461823	v2.7.1	
2	Broyden	0	-1.384672832e-07	-102.520375	-194.4	1.884207547	YY	9	0.9010343827	self-energy/D	sharp_wc_2_b_50	1	2	1.298799289	-0.08301950756	1.999992868	-4.594888971	1.999878413	-4.219419348	1.988082022	0.009430797083	1.94514799	-4.216782211	1.988066774	0.009126454023	1.955974992	-0.003702258865	1.149538644	-3.299128416	1.620163783	a248bdd	2x2_2C_8b_C2v_L	13.15	1.900592448	2	1.918546629	0.9999999998063089	1.0000000000000004	-0.0001343293628	0.0006165690896	-0.0001129555651	0.0004486414616	0.0003934956498	0.0006529073774	-0.1140215863	0.8240767646	-0.0002578338401	-0.0003204734534	-0.1140812956	0.8265398633	0.1633484947	-2.331102785	0.002062749438	-0.003996636277	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.07135907221	-0.000336465121	-1.059888216	0.001633712867	1.524766689	-0.06751740805	-0.00732217091	0.086037169	-1.524592071	0.06757258715	-0.005177430713	0.0598265598	0.08674591209	-1.227937002	-1.831706904	1.453277784	2024-10-21@21:01	2.125	-0.216016137	1	-1.210004843e-16	-0.1247791225	-1.5	-3.535478782e-16	0.05794446187	v2.7.1	
9	Broyden	0	-0.04497927383	-98.32026134	-144.8	3.576361817	YY	10.25	0.2781837537	self-energy/D	sharp_wc_2_b_50	2	2	1.262776903	-0.1852741389	1.979022851	-4.6011507	1.949131135	-5.873380628	1.799489726	0.2549344365	0.1799354096	-5.876553265	1.799802286	0.2550346566	0.1795539915	-0.3577868397	1.997260803	-5.984184551	1.521736308	a248bdd	2x2_2C_8b_C2v_L	11.05	1.270372483	2	1.680632348	0.9999999997965139	1.0000000000000004	-0.09861902299	0.4600479112	-0.001593158002	0.002216907512	-0.01056271583	-0.2610448316	-0.05865197529	0.8321622891	-0.01055431854	-0.2609041071	-0.05859010892	0.8304393321	-0.2180189106	0.1687447257	0.0002378548605	0.000103427655	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.004401569317	-0.008348668707	-1.171367241	0.5556720412	1.790297508	-1.517818925	0.1644591292	-0.841128382	-1.790842721	1.516059559	-0.1644998256	0.8407784743	-0.0003258288688	0.003282533836	-2.383929608	2.865588627	2024-10-21@21:05	2.125	-0.5684567466	1	-3.225943053e-17	-0.1776105951	0.75	-1.91319114e-16	0.0695306426	v2.7.1	
3	Broyden	0	1.602317614e-08	-100.0317932	-178.4	5.011463896	YY	9	0.8706209633	self-energy/D	sharp_wc_2_b_50	2	2	1.283751312	-0.2450877034	1.99993084	-4.573789717	1.999760638	-3.681316564	1.979521797	-0.003031658337	1.943889465	-3.681497502	1.979521993	-0.003038787738	1.942346605	-0.03104531675	0.9457893081	-2.800080461	1.407428272	a248bdd	2x2_2C_8b_C2v_L	13.15	1.869748815	2	1.891543841	0.9999999999304493	1.0	-0.004748158264	0.0219519513	-0.002438324748	0.004790062249	0.0001148399955	0.0001072191022	-0.1260947481	0.960708724	-0.0001496085848	-2.946529057e-05	-0.126034056	0.960330499	0.2143524332	-2.593898348	-0.0003046303866	0.0007031211934	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1299643018	-0.001093056915	-1.086300806	0.003138560269	1.498661295	-0.104394013	0.007665982096	-0.0533569971	-1.498705744	0.1043950399	0.008620267165	-0.05999024119	-0.00139318413	0.01698523552	-1.799258309	2.065343219	2024-10-21@21:07	2.125	-0.2848736412	1	-3.243850721e-16	-0.1728108801	-1.5	-3.49511084e-16	0.07923152705	v2.7.1	
1	Broyden	0	-4.658885388e-06	-103.7693229	-161.6	1.624802002	YY	11.5	0.3016406656	self-energy/D	sharp_wc_2_b_50	2	2	1.246896753	0.382197136	0.008787735217	-4.345271553	1.955102004	-5.440494924	1.72144895	-0.6363644669	1.983391029	-5.442464175	1.721467275	-0.637645902	1.983361615	0.7481673166	0.00292295032	-5.367955521	1.393158084	a248bdd	2x2_2C_8b_C2v_L	12.1	1.290966804	2	1.66448116	0.9999999999146424	0.9999999999999998	0.001997556677	-0.001608967797	0.0005062793362	-0.0006658149578	-2.948684389e-05	-5.121294632e-06	-0.1838747362	0.4256087158	-4.013333453e-05	1.66876518e-05	-0.1841491842	0.4260169388	-0.0002757732632	0.0009652828183	0.0002431565226	-0.000478515827	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1034642164	0.4055907001	-1.418502925	0.4671825256	2.190816118	-1.798269724	-7.282803022e-05	0.0002148925979	-2.191259898	1.798335111	0.0001553844131	-0.000465962311	-0.2559918609	0.1782751645	-2.876497641	3.179204245	2024-10-21@21:07	2.75	-0.6327660549	1	-1.125605249e-17	-0.2120861886	0	0.09496258566	v2.7.1	
3	Broyden	0	-0.04223481896	-96.030451	-128.8	6.884556812	YY	10.25	0.3014170416	self-energy/D	sharp_wc_2_b_50	3	2	1.249038753	-0.3363804131	1.974991462	-4.372805252	1.949566454	-5.540078491	1.774592865	0.3156021562	0.1789092766	-5.543096595	1.77480604	0.3159505784	0.1787530833	-0.3518244733	1.996801157	-5.128044981	1.43703029	a248bdd	2x2_2C_8b_C2v_L	11.05	1.291735771	2	1.674221072	0.9999999998897227	1.0	-0.1334474642	0.5885469425	-0.001313267715	0.001985033721	-0.01892171797	-0.2487046878	-0.08605916007	0.848731234	-0.0189381225	-0.2485793095	-0.08605715343	0.8478265891	-0.2316062902	0.187207928	1.031107829e-05	0.000343211982	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.00349502769	-0.004747824112	-1.238515933	0.5222778804	1.856535475	-1.597004985	0.1955442864	-0.8951641755	-1.857108118	1.595957602	-0.1956833619	0.8953764217	-0.0001528336064	0.001557674722	-2.380867117	3.062745113	2024-10-21@21:08	2.125	-0.6122548312	1	2.596371266e-16	-0.2123923229	0.75	1.956898585e-16	0.08155980232	v2.7.1	
2	Broyden	0	3.570530699e-08	-97.82877985	-162.4	7.934448381	YY	9	0.8483283333	self-energy/D	sharp_wc_2_b_50	3	2	1.264926803	-0.2645838265	1.999912187	-4.541285891	1.999635212	-3.20409492	1.962211819	-0.01531238475	1.917038561	-3.204744208	1.962194132	-0.01528341688	1.916846846	-0.06585365377	0.7186765276	-2.415696989	1.241857023	a248bdd	2x2_2C_8b_C2v_L	13.15	1.846977315	2	1.860691245	0.9999999999428318	1.0000000000000004	-0.002324575401	0.01105862673	-0.001281306384	0.002420119605	0.0003165669513	-0.000422556266	-0.1428634105	1.163288808	-0.0003718552501	0.0005632793612	-0.1429041402	1.163627655	0.2637912876	-2.405867051	-0.0004681101665	0.001722307965	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1628779769	-0.001891047759	-1.119968705	0.004671512968	1.477732107	-0.1713912742	0.003204479398	-0.01950105576	-1.4778818	0.1714851823	0.003615785624	-0.02201264087	-0.0006291410107	0.006062307106	-1.791587345	2.481941916	2024-10-21@21:11	2.125	-0.3602738147	1	1.749923254e-16	-0.2283272355	-1.5	-8.364898777e-17	0.1040367938	v2.7.1	
3	Broyden	0	1.399234256e-08	-96.86647445	-146.4	10.60290513	YY	9	0.8311317629	self-energy/D	sharp_wc_2_b_50	4	2	1.241395442	-0.3362529537	1.999848153	-4.468622052	1.999539111	-2.848536893	1.922115624	-0.04594571607	1.844009237	-2.849267927	1.922126135	-0.04595877666	1.844009694	-0.1786766895	0.7135373161	-2.18512308	1.240975747	a248bdd	2x2_2C_8b_C2v_L	13.15	1.82924045	2	1.824977013	0.9999999999343026	1.0	0.0002884585969	-0.001312480975	0.0002832381034	-0.0006585239563	0.0001893373234	-0.0004964084878	-0.1724434189	1.496251713	-0.000204400102	0.0005644265541	-0.1724588231	1.496343732	0.3885175912	-2.409378641	-0.0008196963277	0.002782599134	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.2164747826	-0.002916386394	-1.135949272	0.005853495334	1.485486683	-0.3165630616	0.0004265304031	-0.002270890912	-1.485670163	0.3165614959	0.0004451495398	-0.002362684012	-0.0004995710684	0.002432009087	-1.843626014	2.495628558	2024-10-21@21:16	2.125	-0.4426448593	1	1.06275148e-16	-0.2907532355	-1.5	-1.715994553e-16	0.1332709966	v2.7.1	
9	Broyden	0	-0.0329478181	-87.92246187	-112.8	10.01628225	YY	10.25	0.342523079	self-energy/D	sharp_wc_2_b_50	4	2	1.23192844	-0.3073673038	1.992467898	-3.546066266	1.957366667	-4.273923948	1.713101095	0.3147171729	0.1647755955	-4.280583025	1.712500362	0.3185549633	0.164958124	-0.4090515803	1.994200615	-4.016289083	1.327222163	a248bdd	2x2_2C_8b_C2v_L	11.05	1.332006953	2	1.665448773	0.9999999998377589	1.0	0.001901902363	-0.01123543261	0.0009401847526	-0.001725467703	-0.02288406004	-0.2135484988	-0.1296298845	0.8373198021	-0.02338455722	-0.2130920804	-0.1305931267	0.8408906867	-0.2301067372	0.2176697733	-0.000301236097	0.000239537834	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1828490989	-0.1600580361	-1.167059082	0.4293401081	1.751830141	-1.764351869	0.1809527854	-0.8733555546	-1.753461438	1.76833905	-0.1816954259	0.8721536495	0.0002244673945	-0.001218080739	-2.307017046	3.271255656	2024-10-21@21:17	2.125	-0.6614543347	1	3.732966998e-16	-0.2552036395	0.75	4.946000436e-17	0.09578811734	v2.7.1	
25	Broyden	0	5.710002173e-07	-73.26341999	-112	8.038954288	YY	9	0.4814869991	self-energy/D	sharp_wc_2_b_50	3	2	1.251349429	0.01073671476	1.179709671	-3.200790355	1.970209929	-3.38651873	1.837238919	0.052867378	0.5906874735	-3.387111209	1.837255247	0.05289014976	0.5906951703	-0.1226232123	1.320984274	-3.023092501	1.366566047	a248bdd	2x2_2C_8b_C2v_L	10	1.47619383	2	1.734395455	0.9999999997733684	1.0	0.07517151386	-0.8472494094	-0.001779631058	0.02603376795	0.00132018098	-0.04161977915	-0.009324519169	0.1117968558	-0.001334431454	0.04167786417	-0.009334693451	0.1119095203	-0.2079854598	1.03572313	-0.001727274877	-0.2449052653	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.04017032737	-0.710170951	-0.7949110651	0.3046110112	1.170733766	-1.083092848	-0.1269872462	2.457942449	-1.170842067	1.083062834	-0.1270006837	2.457990424	0.009473056676	-0.9668566539	-1.559462119	3.115742075	2024-10-21@21:21	1.5	-0.5598049615	1	5.019701472e-16	-0.234689415	0	0.09533231991	v2.7.1	
5	Broyden	0	1.515196894e-08	-127.1777739	-194.4	2.729765701	YY	9	0.9407395	self-energy/D	sharp_wc_2_b_50	1	2	1.313072775	-0.8275694984	1.99995958	-7.53570972	1.999971018	-7.686054026	1.999867239	-0.3438554271	1.999899507	-7.694546086	1.999867001	-0.3467857093	1.999895006	-0.02253728855	0.4217385532	-4.426524153	1.816599218	a248bdd	2x2_2C_8b_C2v_L	13.15	1.940613505	2	1.94680859	0.9999999999234949	1.0	0.007764503471	-0.02949166488	0.005936334154	-0.008959446536	0.001898132265	-0.003113263734	-0.002140390319	0.01506225331	-0.002103564499	0.003447381166	-0.002364737924	0.0165969666	0.002526191849	-0.04498147553	-0.0004603259717	0.0006960297614	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1915008107	-0.0001995473663	-1.27546159	0.0004324593704	1.894386007	-0.001313045015	0.2323009448	-0.0009004907339	-1.894896815	0.001315265429	0.2331225215	-0.0009084360985	-0.1575183203	2.425325866	-2.000060187	0.8310857527	2024-10-21@21:28	2.125	-0.1413099788	1	-3.856587678e-17	-0.0759754434	-0.75	5.003201202e-17	0.03585563518	v2.7.1	
16	Broyden	0	-5.701122276e-05	-124.8926632	-194.4	-2.279291485	YY	12.75	0.2485741534	self-energy/D	sharp_wc_2_b_50	1	2	1.263588547	0.05087622554	0.0001257181207	-5.717689095	1.944338376	-7.622958883	1.77037341	0.213860513	0.001850241101	-7.63963743	1.76972672	0.254402453	0.002063499832	0.2842924664	0.0005093865365	-8.854909519	1.550419474	a248bdd	2x2_2C_8b_C2v_L	13.15	1.240210465	2	1.665422597	0.99999999977759	1.0000000000000004	0.0131532977	-0.01111026587	0.0001352569111	-0.0008814089502	-0.000764005676	0.0004883542079	0.007738118476	-0.02132144112	-0.001557389426	0.0008442853855	-0.008041997425	0.02179596804	0.002235778786	-0.006901121235	-0.001716722319	0.001597229071	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.01260228368	0.04080569012	-1.792447509	0.5873172889	2.696219932	-1.677022738	-0.06870911687	0.1408911842	-2.700393942	1.68169309	-0.07410543962	0.1492079173	0.0946487557	-0.06332817926	-3.667653954	2.81681487	2024-10-21@21:32	3.375	-0.5789927064	1	-3.582476422e-17	-0.1654727375	1.5	1.931945595e-16	0.06414716429	v2.7.1	
