CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
6	Broyden	0	-0.0369035528	-102.4953344	-146.4	5.270163229	YY	12.75	0.3330191501	self-energy/D	sharp_wc_2_b_50	4	2	1.193950765	0.05799567742	0.2358350972	-2.556662123	1.87078316	-4.65716686	1.529089876	0.2493768599	0.6948894296	-4.657282727	1.529143954	0.2494742695	0.6949854982	-0.2857971468	1.992236367	-5.031487474	1.184664367	a248bdd	2x2_2C_8b_C2v_L	13.15	1.294191757	2	1.59605299	0.9999999998160762	1.0	7.604653566e-05	-0.0004167130631	-3.851209475e-05	0.0001820533134	-0.03154657041	-0.3168694729	-0.1237549169	1.231610305	-0.03161188767	-0.3168507318	-0.1236768603	1.231212858	-0.347459165	0.2440502298	-2.459631229e-05	4.379981556e-05	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.1978822417	1.56706328	-1.424564087	0.6907122645	2.467701079	-2.299713912	0.3025958813	-1.798853809	-2.467766632	2.299516381	-0.3026564912	1.799288486	-3.96448756e-05	0.0001808447947	-3.380675914	3.581304052	2024-10-21@18:46	3.375	-0.8257984859	1	-2.67202951e-17	-0.3289138049	0.75	-3.658396773e-17	0.1292022823	v2.7.1	
9	Broyden	0	-0.05047393802	-98.76802901	-176.8	-3.707719172	YY	10.25	0.2954383509	self-energy/D	sharp_wc_2_b_50	0	1.276735025	0.01541769801	0.008833523855	-4.610082649	1.958567214	-5.923059362	1.836908322	0.1478008672	0.3643782384	-5.925018269	1.837327453	0.1494501692	0.3621634289	-0.3064506307	1.993413619	-6.793712256	1.587114175	a248bdd	2x2_2C_8b_C2v_L	11.05	1.289075889	2	1.699887584	0.9999999996859079	0.9999999999999998	0.06583901744	-0.1631606604	-0.0001681448733	-0.000518678269	-0.009978299693	-0.2451930292	-0.06482513803	1.042761562	-0.01008768026	-0.2450272841	-0.06489224201	1.037456658	-0.2236943019	0.1795776507	-0.000288086429	0.001524608028	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.001427907745	-0.01982008196	-1.030274069	0.4933391185	1.657969604	-1.31981962	0.1259182673	-1.321168136	-1.658448886	1.317168184	-0.1264128249	1.318787878	0.0001124181871	0.001231393214	-2.365964126	2.716966961	2024-10-21@18:54	2.125	-0.5126040015	1	-4.300218082e-16	-0.1466228877	0	0.06448051755	v2.7.1	
28	Broyden	0	-1.453119621e-06	-73.14757099	-144	0.2239004113	YY	9	0.5106345746	self-energy/D	sharp_wc_2_b_50	1	2	1.256137875	0.02549904416	0.0343968183	-3.720397672	1.986926338	-3.323072779	1.84712873	-0.04649859904	1.418694209	-3.324275193	1.847179039	-0.0465701784	1.418753016	0.2158764566	0.4822985711	-2.753472691	1.349842422	a248bdd	2x2_2C_8b_C2v_L	10	1.506077743	2	1.747553285	0.9999999997691846	1.0000000000000004	0.07853354769	-0.1107574515	0.0003283863126	0.03302379147	0.001883698121	-0.05618123327	-0.1113362613	2.481848706	-0.001904183763	0.05621367578	-0.1113675407	2.481841998	0.01214293316	-1.062937417	-0.003226178971	-0.3709590235	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.007085566915	-0.1466999108	-0.7488302517	0.170069067	1.119141592	-1.024666685	0.01398942502	-0.2055821287	-1.119348013	1.02450941	0.01401422681	-0.2058526424	0.277011061	-1.060651864	-1.466300677	3.122043097	2024-10-21@18:58	1.5	-0.5338459677	1	-2.132889848e-16	-0.2196178219	-1.5	3.906545747e-17	0.1074117538	v2.7.1	
5	Broyden	0	-0.05155359648	-96.79398432	-160.8	-0.248776679	YY	10.25	0.3069873375	self-energy/D	sharp_wc_2_b_50	1	2	1.26635682	0.1229091303	0.03290363115	-4.542165172	1.956616802	-5.877101694	1.822280571	0.2063625756	0.3250014746	-5.878393457	1.822092869	0.2069385745	0.325020242	-0.3001298619	1.996865463	-5.630649754	1.502567572	a248bdd	2x2_2C_8b_C2v_L	11.05	1.299357336	2	1.692248595	0.999999999838941	1.0	0.0006080137809	-0.001183629732	-0.0001959994113	0.0004610513685	-0.01537474345	-0.265758225	-0.07892222795	1.032767599	-0.01533415619	-0.2661546545	-0.07914468725	1.034768491	-0.2338418866	0.1810945307	-2.356321315e-05	1.666835246e-05	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.09212999095	-0.5810688539	-1.096437236	0.4913286048	1.743852623	-1.382627908	0.1546231292	-1.266344242	-1.744273941	1.383836353	-0.1545513241	1.265531668	0.0001482597552	-0.001110092464	-2.291636767	2.929518587	2024-10-21@19:00	2.125	-0.5534722093	1	7.088260396e-17	-0.1731539349	0	0.07568772528	v2.7.1	
3	Broyden	0	-0.0486661526	-94.42997953	-144.8	3.081874864	YY	10.25	0.3167354329	self-energy/D	sharp_wc_2_b_50	2	2	1.253334866	0.1880924532	0.0303715286	-4.391249376	1.957148152	-5.546355721	1.792773537	0.2681769566	0.2617135108	-5.547653621	1.792822683	0.2696660474	0.2612238443	-0.3634926759	1.996174627	-4.802858878	1.417296209	a248bdd	2x2_2C_8b_C2v_L	11.05	1.307476217	2	1.681576356	0.9999999997744041	1.0000000000000002	6.138884332e-05	-0.0001203199317	4.707835622e-06	-3.546362993e-05	-0.02151156038	-0.2659317819	-0.09738137472	1.004236243	-0.02159041628	-0.2660100694	-0.09750669035	1.00324283	-0.2632515329	0.2113023685	-4.392993605e-05	0.0002621911548	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1138830075	-0.6188547195	-1.150530241	0.4679435622	1.79759697	-1.507660562	0.1802770588	-1.115040554	-1.797967412	1.507441283	-0.180610368	1.114869942	-5.58048158e-05	0.0005403556495	-2.275999922	3.112567402	2024-10-21@19:03	2.125	-0.5995729192	1	2.641638525e-16	-0.2052856584	0	0.08930793856	v2.7.1	
4	Broyden	0	-0.04689149661	-88.31807531	-128.8	6.238219161	YY	10.25	0.3489171247	self-energy/D	sharp_wc_2_b_50	3	2	1.236505924	0.2603306967	0.04177764306	-3.705574347	1.955674627	-4.561311722	1.744150066	0.2707251089	0.298710223	-4.563194063	1.744028032	0.2713401839	0.2988534183	-0.3586888912	1.994723861	-3.977057198	1.313158514	a248bdd	2x2_2C_8b_C2v_L	11.05	1.33721944	2	1.672662577	0.9999999997796439	0.9999999999999998	-0.001116457283	0.00162721301	0.000404663679	-0.0005641309693	-0.02268335317	-0.2872176312	-0.1168969264	1.041142671	-0.02278514344	-0.2871070458	-0.1171694616	1.042574881	-0.2882970271	0.253168105	9.772107569e-05	-0.0005166251599	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.1394081701	-0.7910915608	-1.146321951	0.4407429638	1.745149759	-1.644072593	0.1966582922	-1.236080257	-1.745530136	1.644973935	-0.1967826448	1.235728679	0.0001386737938	-0.001158161073	-2.252401164	3.306026648	2024-10-21@19:07	2.125	-0.6501447997	1	-1.806657331e-16	-0.2485536853	0	0.1068256172	v2.7.1	
12	Broyden	0	-0.0001137958922	-71.19821987	-128	3.182502017	YY	9	0.5136744052	self-energy/D	sharp_wc_2_b_50	2	2	1.231763636	-0.01906162347	0.09619768183	-3.494729697	1.980950089	-2.89575285	1.823831526	-0.1820354844	1.43704026	-2.896466961	1.823886222	-0.1821675942	1.437153204	0.2702205276	0.01665478315	-2.171339543	1.131999843	a248bdd	2x2_2C_8b_C2v_L	10	1.507044764	2	1.719480873	0.9999999997763133	0.9999999999999999	-0.002169226294	0.1211573976	-0.0001060098571	-0.004747713846	-0.0005674234933	-0.002497959697	-0.1738558046	2.540201311	0.0004699353119	0.001703094099	-0.1739087866	2.540173449	0.0001205469646	0.0003673837298	0.0002112482347	0.0006821756916	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.08996675223	-1.08089301	-0.770853072	0.2186672544	1.145209792	-1.084253843	-0.001053219093	0.01257314825	-1.145357766	1.084071666	-0.0007849731928	0.009280679829	0.3471676305	-0.4806685883	-1.450345928	3.546225673	2024-10-21@19:11	1.5	-0.6107137041	1	7.082355462e-18	-0.2766946006	-1.5	3.039043916e-16	0.1399520729	v2.7.1	
5	Broyden	0	-0.04608057828	-83.35828464	-112.8	8.9504266	YY	10.25	0.3869550649	self-energy/D	sharp_wc_2_b_50	4	2	1.210295544	0.1721798253	0.01321194488	-3.137352082	1.969589272	-3.788811049	1.6766177	0.2332469808	0.5115705826	-3.775663528	1.677470415	0.2305651143	0.5154098394	-0.3500117956	1.987943812	-3.189064199	1.191067066	a248bdd	2x2_2C_8b_C2v_L	11.05	1.371288605	2	1.650720301	0.9999999998551644	0.9999999999999998	-0.1843977034	0.1394872879	-0.00692563061	0.006374418304	-0.02831136501	-0.3017904638	-0.1311316041	1.235244068	-0.02813038926	-0.2982919444	-0.1290365208	1.223015431	-0.341156939	0.3415203072	0.0005847101057	0.006619860201	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.01350339201	0.1529484481	-1.065170089	0.3123397018	1.705344781	-1.82594865	0.2283192181	-1.6771115	-1.703513467	1.818784651	-0.2280798018	1.688898114	-0.00309266797	0.02165804689	-2.219644951	3.483982344	2024-10-21@19:11	2.125	-0.7274552507	1	-1.128282929e-15	-0.3118642339	0	0.1315579037	v2.7.1	
7	Broyden	0	-0.04789871232	-106.3341999	-176.8	-3.337953834	YY	10.25	0.2835230987	self-energy/D	sharp_wc_2_b_50	0	1.283583834	-0.05468173302	1.988442696	-5.428947521	1.957776762	-6.952470599	1.865198232	0.1392171992	0.4130015566	-6.946153929	1.864759892	0.1331281981	0.4218628558	-0.2500347528	1.99352717	-7.893773534	1.655130992	a248bdd	2x2_2C_8b_C2v_L	11.05	1.278249022	2	1.705332637	0.9999999997872592	0.9999999999999998	5.811253857e-05	-0.003556129599	-0.0001439557207	0.001460957926	-0.01224669074	-0.2072648519	0.06442652554	-1.051961833	-0.0122003463	-0.2056643861	0.06409038668	-1.065029926	0.1802682185	-0.1515759394	-0.001066107537	-0.003559906829	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.07802328597	-0.2121482966	-1.109894169	0.5192739902	1.742340437	-1.199653255	-0.1208948242	1.464717667	-1.740375954	1.202816258	0.1193698791	-1.474488261	-0.002967150742	0.03829624608	-2.422935384	2.502757787	2024-10-21@19:18	2.125	-0.4812840673	1	1.058978024e-16	-0.1283848288	0.75	2.202745958e-16	0.05128292515	v2.7.1	
2	Broyden	0	-0.04946680175	-102.0533575	-160.8	0.1503978436	YY	10.25	0.2745851719	self-energy/D	sharp_wc_2_b_50	1	2	1.273986453	-0.1164341258	1.992326171	-5.255863202	1.955587766	-6.507213019	1.835097159	0.1906424818	0.2771623934	-6.511066748	1.835089019	0.1909208046	0.2772560823	-0.2562240133	1.995650138	-6.474206383	1.578952079	a248bdd	2x2_2C_8b_C2v_L	11.05	1.268430101	2	1.689763432	0.9999999997863709	1.0	0.0006673994178	-0.004293076463	0.000223696481	-0.0002518797502	-0.01190297794	-0.243078741	0.06633157797	-0.9915737464	-0.01195422115	-0.2430386831	0.06643114986	-0.9925060831	0.1805168955	-0.1495208534	0.000105427153	-7.056828194e-05	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.08397951798	-0.1803622376	-1.147333059	0.5310073139	1.773454491	-1.366753323	-0.1395787133	1.075508249	-1.774012075	1.367028032	0.139645403	-1.075629352	0.0002299755878	-0.001877267471	-2.31921487	2.713017545	2024-10-21@19:21	2.125	-0.5262449564	1	4.077811931e-16	-0.1503345954	0.75	-3.747027704e-17	0.05966838561	v2.7.1	
10	Broyden	0	1.880843343e-05	-65.02252646	-112	5.875508761	YY	9	0.4898122479	self-energy/D	sharp_wc_2_b_50	3	2	1.200590363	-0.001970669185	1.091330484	-2.406580834	1.972875248	-2.170737432	1.651555756	-0.02554619446	1.124558249	-2.171015048	1.651572995	-0.02553603621	1.12455677	0.2928529927	0.03893811566	-1.57745782	0.9721152386	a248bdd	2x2_2C_8b_C2v_L	10	1.480708807	2	1.685096803	0.9999999996403464	0.9999999999999998	0.06776063238	-0.7298198629	0.001109104189	0.0001679633511	0.001142381627	-0.00373415754	-0.1339569701	2.390750823	-0.001143233504	0.003996237865	-0.1339668306	2.391013768	0.008440150197	-0.156587813	-0.002624435814	-0.0592273787	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.06622792536	0.6587893334	-0.7049600999	0.2550286039	1.085686256	-1.687419247	0.01323971372	-0.2258196256	-1.085754428	1.687416055	0.01311001694	-0.223512832	0.4291717769	-0.7014268233	-1.412930436	3.568107028	2024-10-21@19:23	1.5	-0.6869200238	1	9.787699298e-17	-0.3400573719	-1.5	-1.125000645e-16	0.1818871747	v2.7.1	
7	Broyden	0	-0.0501883613	-102.1359082	-144.8	3.602333728	YY	10.25	0.2894257003	self-energy/D	sharp_wc_2_b_50	2	2	1.263181377	-0.2873020904	1.966427913	-5.156980362	1.952049536	-6.383339777	1.82274444	0.2501565937	0.2813366686	-6.386684112	1.822428991	0.2495529881	0.2816250522	-0.3440569636	1.997296976	-6.165849969	1.528006067	a248bdd	2x2_2C_8b_C2v_L	11.05	1.281366435	2	1.686140157	0.999999999741868	1.0000000000000004	0.1235920335	-0.6119882441	0.001224827788	-0.001256066116	-0.01964059582	-0.2567084942	0.08517101213	-1.008096727	-0.01961415701	-0.2571816578	0.08498458459	-1.010161253	0.224236352	-0.1683722055	9.63320069e-05	-0.0006987469522	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.00311245715	-0.005700819077	-1.246483232	0.5351987549	1.861714638	-1.403036629	-0.1706416857	1.145914202	-1.862521408	1.405100931	0.1700717034	-1.145639388	-0.0002359752968	0.002786090254	-2.422304438	2.861016061	2024-10-21@19:26	2.125	-0.564305553	1	-3.225943053e-17	-0.1786218136	0.75	-1.91319114e-16	0.06958169166	v2.7.1	
9	Broyden	0	1.064659646e-06	-61.61461087	-96	7.97343465	YY	9	0.4992193435	self-energy/D	sharp_wc_2_b_50	4	2	1.154474235	-0.0153255175	1.915878127	-1.799884629	1.964505176	-1.62962109	1.430058535	-0.02169700759	0.8370498316	-1.629776931	1.430077621	-0.02169820539	0.8370441964	0.3252365787	0.06057247058	-1.009910108	0.763592125	a248bdd	2x2_2C_8b_C2v_L	10	1.485535944	2	1.639286134	0.9999999998384431	0.9999999999999998	0.1154117994	-1.1708144	0.000858294218	-0.003130781694	-2.634459423e-05	-0.0002366488319	-0.1736389231	2.42304868	1.286040241e-05	0.0003303772185	-0.1736421625	2.423093897	0.00089955428	-0.007860786294	-0.0004638939601	-0.002167576862	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.003726066487	-0.02678224345	-0.6686368515	0.2673286513	1.059827414	-2.226363373	-0.0001650403686	0.002428108848	-1.059876712	2.226376232	-0.000150298758	0.002227557633	0.5527069946	-1.038013711	-1.338827823	3.512364019	2024-10-21@19:32	1.5	-0.7840924098	1	1.773445006e-16	-0.4192137711	-1.5	-1.945914875e-16	0.2431553358	v2.7.1	
7	Broyden	0	2.247147329e-07	-79.38429936	-160	-2.444958768	YY	9	0.5551847282	self-energy/D	sharp_wc_2_b_50	0	1.286645005	0.02452009342	0.004387588916	-3.41607087	1.990249799	-4.611640869	1.923996356	-0.02476537807	1.600873899	-4.612532304	1.924004992	-0.02477506865	1.600868976	-0.06524562834	0.4483065415	-4.043678199	1.603586032	a248bdd	2x2_2C_8b_C2v_L	10	1.552916188	2	1.789155434	0.9999999997351157	0.9999999999999999	0.06665612513	-0.0635680144	0.0001587570044	0.001021903413	-0.0003544324715	0.0004182563592	0.09322159692	-2.428126463	0.0003415944503	-0.0003678163398	0.09322710698	-2.428184267	0.1477724275	-2.424932032	-3.685022571e-05	-0.00319186478	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.0005386999034	0.03272810166	-0.680955463	0.1260230951	1.159924499	-0.6543123814	0.001283450875	-0.0265487578	-1.160043719	0.6542912668	0.00126735203	-0.02622276491	-0.0005736147904	0.02000967573	-1.489774536	2.481007914	2024-10-21@19:42	1.5	-0.4172984386	1	8.164823268e-16	-0.1418031891	-0.75	-2.341486915e-16	0.06298054554	v2.7.1	
26	Broyden	0	4.985582787e-06	-77.3472696	-144	0.933478356	YY	9	0.5359759625	self-energy/D	sharp_wc_2_b_50	1	2	1.272636217	-0.02000231306	0.8957910574	-3.582210259	1.984318536	-4.114520696	1.893287622	-0.04846168751	1.499930239	-4.116600634	1.893316073	-0.0484724332	1.500104361	-0.1446274648	0.635387	-3.475445854	1.553503244	a248bdd	2x2_2C_8b_C2v_L	10	1.532762193	2	1.765688555	0.9999999997619233	0.9999999999999993	0.01271292221	-0.6391438273	-0.0005070322859	-0.003519128418	0.0008499070349	-0.03521498551	0.1082135918	-2.528642992	-0.0008145483833	0.03540443007	0.1082491278	-2.528989995	0.2036266468	-2.328437496	-0.002361829504	-0.1548217437	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.07382631835	0.7629766119	-0.7328295008	0.1866878061	1.168287466	-0.8291385624	-0.0105104276	0.1545438788	-1.16859756	0.8290927203	-0.01033787431	0.1513634793	-0.01134771391	0.6477755169	-1.500981564	2.541518542	2024-10-21@20:07	1.5	-0.4814284951	1	5.308169182e-16	-0.1793464065	-0.75	-6.523063961e-16	0.07998348708	v2.7.1	
11	Broyden	0	-5.148930237e-06	-74.57011051	-128	4.178211397	YY	9	0.5081068544	self-energy/D	sharp_wc_2_b_50	2	2	1.254969043	0.03206309373	0.3121671325	-3.44555182	1.982100358	-3.572949438	1.85808206	-0.08493313874	1.421939359	-3.574425922	1.858164506	-0.08524302053	1.422216477	-0.1727635183	1.327480412	-2.901041917	1.37967686	a248bdd	2x2_2C_8b_C2v_L	10	1.503208469	2	1.743681464	0.9999999998473499	0.9999999999999998	-0.07571016019	0.3319160893	-0.003424684315	0.0303148309	0.005570306844	-0.04238906827	0.1305309987	-2.508026522	-0.005610175255	0.04231945048	0.1306597837	-2.507962512	0.2461240008	-1.219647182	-0.007796552642	-0.2904817689	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.03614526821	0.7282951768	-0.7652109204	0.2092954089	1.175557005	-0.9860042966	-0.02982436588	0.3577595441	-1.175821198	0.9856852418	-0.02986712965	0.357625437	-0.03310535664	1.173345954	-1.511139488	3.054773497	2024-10-21@20:18	1.5	-0.5435526755	1	-9.667734566e-16	-0.2259281162	-0.75	2.714390133e-16	0.1012584331	v2.7.1	
7	Broyden	0	-1.079422297e-06	-72.28611477	-112	7.115735971	YY	9	0.5059363807	self-energy/D	sharp_wc_2_b_50	3	2	1.229915191	0.02457004932	0.5099927035	-3.271962255	1.978343629	-3.053093453	1.821778965	-0.1774070077	1.39684187	-3.05394362	1.821837012	-0.1775401504	1.396991469	-0.2331788386	1.820800508	-2.316034829	1.185453641	a248bdd	2x2_2C_8b_C2v_L	10	1.498863472	2	1.71515642	0.999999999796188	0.9999999999999999	-0.07603637294	0.5071150149	0.004204659021	-0.02619982917	-0.007737931333	0.01421829442	0.1822030997	-2.575881274	0.007717561046	-0.01424024733	0.1822630318	-2.575893085	0.3192397282	-0.6372772008	0.008650070295	0.1940831858	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.0544954664	-0.8815751325	-0.7990329565	0.2333974749	1.185094307	-1.113881336	0.0291570673	-0.24230085	-1.18527048	1.113688222	0.02911991635	-0.2417532872	0.03296060143	-0.7195934838	-1.510210108	3.443914429	2024-10-21@20:24	1.5	-0.6214105524	1	1.501274185e-17	-0.2880337181	-0.75	1.494990262e-17	0.1302453812	v2.7.1	
8	Broyden	0	-2.792302854e-05	-68.18569363	-96	9.611475588	YY	9	0.5114754532	self-energy/D	sharp_wc_2_b_50	4	2	1.1941676	0.000760034749	1.019389883	-2.358585598	1.966928999	-2.464607519	1.750449274	-0.2370565312	1.297572518	-2.465025263	1.750497518	-0.2371505949	1.297652936	-0.2895218745	1.974367815	-1.717751161	0.9977246105	a248bdd	2x2_2C_8b_C2v_L	10	1.501840575	2	1.67306878	0.999999999861736	0.9999999999999998	0.07423778425	-0.8888540746	-0.0002066893727	0.001189059898	0.0006824081611	0.001048521194	0.2240477864	-2.652389281	-0.000721734918	-0.001282039416	0.2240891983	-2.652411063	0.4140698472	-0.6293094015	-7.67608739e-05	-0.001249168276	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.07113830363	-0.8702359045	-0.7443272362	0.2791001612	1.177051595	-1.352800128	-0.001744261253	0.01526752239	-1.177156289	1.35266837	-0.001820867	0.0161934527	-0.0006051778396	0.006383054825	-1.491533116	3.611900677	2024-10-21@20:30	1.5	-0.7202980444	1	3.234560605e-17	-0.3645090318	-0.75	2.449343274e-16	0.1705188071	v2.7.1	
4	Broyden	0	8.037541168e-08	-85.26224388	-160	-2.003019948	YY	9	0.5542155445	self-energy/D	sharp_wc_2_b_50	0	1.296436763	0.03797061291	0.006220800363	-4.265597983	1.9912135	-5.402157567	1.942291339	0.009991024927	0.3539058463	-5.402118667	1.94228643	0.00998980324	0.3537845982	-0.02485831103	0.4466214534	-4.799566236	1.664499343	a248bdd	2x2_2C_8b_C2v_L	10	1.552522107	2	1.803068585	0.9999999998069964	1.0	0.06966064081	-0.07610129846	-0.0007324187421	0.002694937156	0.0001486317569	0.0009570576322	0.007334298588	-0.1738893452	-0.0001655385727	-0.0009229661822	0.007256466815	-0.1720392928	-0.1101325137	2.428095117	0.0001286407443	0.006959968601	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.001717673061	0.05899986897	-0.7526513874	0.1195677055	1.203080241	-0.5537040051	-0.08659748006	2.323764676	-1.203085367	0.5537431415	-0.08660888102	2.324005329	-0.006874950242	0.1943507992	-1.515258048	2.336351828	2024-10-21@20:35	1.5	-0.3694357513	1	-2.555154932e-16	-0.113519689	0	0.04787345855	v2.7.1	
5	Broyden	0	2.723402253e-07	-83.52759866	-144	1.491936244	YY	9	0.5251270965	self-energy/D	sharp_wc_2_b_50	1	2	1.285266218	0.03135660592	0.005359210247	-4.243820089	1.988310346	-5.149561383	1.923273936	0.01983701656	0.426907668	-5.150100469	1.923273093	0.0198317661	0.426965815	-0.03917345478	0.3715989781	-4.249683149	1.597217411	a248bdd	2x2_2C_8b_C2v_L	10	1.522739761	2	1.780550332	0.9999999997776974	0.9999999999999998	0.07567762198	-0.08999560381	-2.229240116e-05	-0.0002315520863	5.727927296e-05	-0.0003375304659	7.774225528e-05	-0.001769577181	-6.947145436e-05	0.0003837772893	6.383566164e-05	-0.001481752078	-0.1263952544	2.217339645	-0.0002356447314	-2.66948289e-05	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	8.251255486e-05	-0.005010227526	-0.7909793917	0.1536681302	1.243454309	-0.6862769612	-0.09709648941	2.453401626	-1.243523912	0.6863094027	-0.09710555688	2.45355729	0.0003750915513	-0.0104010706	-1.532225636	2.544320513	2024-10-21@20:41	1.5	-0.4291196967	1	-8.674120837e-18	-0.1442745922	0	0.06007491054	v2.7.1	
11	Broyden	0	6.588116654e-07	-77.40391969	-128	4.869993501	YY	9	0.500482358	self-energy/D	sharp_wc_2_b_50	2	2	1.270958356	0.0224712834	1.747105323	-3.830334781	1.977049846	-3.997601133	1.882066089	0.03141554204	0.5043303146	-3.999128232	1.88209619	0.03142536426	0.5043384548	-0.05671174913	0.3517721135	-3.641144653	1.519228173	a248bdd	2x2_2C_8b_C2v_L	10	1.496979929	2	1.758986021	0.9999999997587994	0.9999999999999998	0.08007010138	-1.153645271	0.0006489188436	0.01568468942	-0.0003668747554	0.00643419679	-0.001039637841	0.02261756607	0.0003546543783	-0.006374592709	-0.001048925353	0.02277465181	-0.1503088053	2.053075968	-0.0001124184565	-0.01502734903	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	-0.001768138216	0.3153263726	-0.8023503947	0.2605222751	1.176539582	-0.8917786443	-0.107058102	2.458816488	-1.176762558	0.8916993886	-0.1070718572	2.458915405	0.002149331231	-0.08092117902	-1.544671183	2.720505609	2024-10-21@20:54	1.5	-0.4904219263	1	1.773081007e-16	-0.1829526557	0	0.0753461823	v2.7.1	
2	Broyden	0	-1.384672832e-07	-102.520375	-194.4	1.884207547	YY	9	0.9010343827	self-energy/D	sharp_wc_2_b_50	1	2	1.298799289	-0.08301950756	1.999992868	-4.594888971	1.999878413	-4.219419348	1.988082022	0.009430797083	1.94514799	-4.216782211	1.988066774	0.009126454023	1.955974992	-0.003702258865	1.149538644	-3.299128416	1.620163783	a248bdd	2x2_2C_8b_C2v_L	13.15	1.900592448	2	1.918546629	0.9999999998063089	1.0000000000000004	-0.0001343293628	0.0006165690896	-0.0001129555651	0.0004486414616	0.0003934956498	0.0006529073774	-0.1140215863	0.8240767646	-0.0002578338401	-0.0003204734534	-0.1140812956	0.8265398633	0.1633484947	-2.331102785	0.002062749438	-0.003996636277	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.07135907221	-0.000336465121	-1.059888216	0.001633712867	1.524766689	-0.06751740805	-0.00732217091	0.086037169	-1.524592071	0.06757258715	-0.005177430713	0.0598265598	0.08674591209	-1.227937002	-1.831706904	1.453277784	2024-10-21@21:01	2.125	-0.216016137	1	-1.210004843e-16	-0.1247791225	-1.5	-3.535478782e-16	0.05794446187	v2.7.1	
9	Broyden	0	-0.04497927383	-98.32026134	-144.8	3.576361817	YY	10.25	0.2781837537	self-energy/D	sharp_wc_2_b_50	2	2	1.262776903	-0.1852741389	1.979022851	-4.6011507	1.949131135	-5.873380628	1.799489726	0.2549344365	0.1799354096	-5.876553265	1.799802286	0.2550346566	0.1795539915	-0.3577868397	1.997260803	-5.984184551	1.521736308	a248bdd	2x2_2C_8b_C2v_L	11.05	1.270372483	2	1.680632348	0.9999999997965139	1.0000000000000004	-0.09861902299	0.4600479112	-0.001593158002	0.002216907512	-0.01056271583	-0.2610448316	-0.05865197529	0.8321622891	-0.01055431854	-0.2609041071	-0.05859010892	0.8304393321	-0.2180189106	0.1687447257	0.0002378548605	0.000103427655	sol_cdmft_3bandes_grille.py	R0:S0:1	uncorrelated	0.004401569317	-0.008348668707	-1.171367241	0.5556720412	1.790297508	-1.517818925	0.1644591292	-0.841128382	-1.790842721	1.516059559	-0.1644998256	0.8407784743	-0.0003258288688	0.003282533836	-2.383929608	2.865588627	2024-10-21@21:05	2.125	-0.5684567466	1	-3.225943053e-17	-0.1776105951	0.75	-1.91319114e-16	0.0695306426	v2.7.1	
